movieId,title_cast,director,runtime,budget,plot_keywords
36289,Christian Clavier|Gérard Depardieu|Roberto Benigni|Michel Galabru|Claude Piéplu|Daniel Prévost|Pierre Palmade|Laetitia Casta|Arielle Dombasle|Sim|Marianne Sägebrecht|Gottfried John|Jean-Pierre Castaldi|Jean-Roger Milo|Jean-Jacques Devaux,René Goscinny,109.0,"FRF274,620,000",based on comic book|magical potion|roman emperor|character name in title
36312,,,,,
36326,James McAvoy|Catherine McCormack|Julian Glover|Derek Jacobi|Ian Hart|Claire Skinner|David Harewood|Samantha Bond|Marina Bouras|Michael Culkin|Pernille Højmark|Paul Hüttel|Jonas Karlsson|Melinda Kinnaman|Jesper Langberg,Naja Marie Aidt,,"EUR3,400,000",string|revenge|puppet|marionette
36363,,,,,
36373,Maggie Cheung|Leon Lai|Eric Tsang|Kristy Yeung|Christopher Doyle|Tung Cho 'Joe' Cheung|Irene Tsu|Yu Ting|Michelle Gabriel|Jane Choi|Gine Lui|Heather Traber|Len Berdick|Robin Gold|Bobby Yip,Ivy Ho,,,hong kong|british hong kong|chinatown|chinese
36392,Steve Howey|Mike Vogel|Cameron Richardson|Sophia Bush|Aaron Carter|Channing Tatum|Robert Patrick|Robert Carradine|Carolina Garcia|Ryan Locke|JD Pardo|David Castillo|Erin Bates|David Pingree|Alana Austin,Ken Solarz,80.0,"$16,000,000",supercross|one word title|winning|swimming pool
36397,Ewan McGregor|Ricky Gervais|Tim Curry|Jim Broadbent|Hugh Laurie|John Cleese|John Hurt|Pip Torrens|Rik Mayall|Olivia Williams|Jonathan Ross|Brian Lonsdale|Dan Roberts|Michael Schlingmann|Sharon Horgan,George Webster,76.0,"$35,000,000",pigeon|falcon|anthropomorphic animal|anthropomorphism
36401,Petr Ratimec|Barbora Lukesová|Anna Rust|Jeremy Robson|Matt Damon|Heath Ledger|Radim Kalvoda|Martin Hofmann|Josef Pepa Nos|Harry Gilliam|Miroslav Táborský|Roger Ashton-Griffiths|Marika Sarah Procházková|Mackenzie Crook|Richard Ridings,Ehren Kruger,118.0,"$88,000,000",germany|fairy tale|black comedy|gothic
36405,,,,,
36426,,,,,
36436,Mercedes Morán|Carlos Belloso|Alejandro Urdapilleta|María Alche|Julieta Zylberberg|Mía Maestro|Marta Lubos|Arturo Goetz|Alejo Mango|Mónica Villa|Leandro Stivelman|Manuel Schaller|Miriam Diaz|Rodolfo Cejas|Maria Victoria Mosca Coll,Juan Pablo Domenech,106.0,"$1,400,000",hotel|16 year old|doctor|f rated
36462,Géraldine Pailhas|Jonathan Zaccaï|Frédéric Pierrot|Victor Garrivier|Catherine Samie|Djemel Barek|Marie Matheron|Saady Delas|Guy Herbert|Catherine Salvini|Alain Guillo|Dan Herzberg|Hélène Alexandridis|Gérard Watkins|Serge Biavan,Robin Campillo,102.0,,french|dead|black panties|panties
36477,Michael Showalter|Elizabeth Banks|Michelle Williams|Justin Theroux|Zak Orth|Michael Ian Black|Catherine Lloyd Burns|Peter Dinklage|Paul Rudd|Katharine Powell|Jon DeVries|Donna Mitchell|Haviland Morris|David Wain|Jim DeMarse,Michael Showalter,91.0,,neo screwball comedy|key under a mat|juice|game
36509,Cole Hauser|Eddie Cibrian|Morris Chestnut|Lena Headey|Piper Perabo|Rick Ravanello|Daniel Dae Kim|Kieran Darcy-Smith|Marcel Iures|Vlad Radescu|Simon Kunz|David Kennedy|Alin Panc|Zoltan Butuc|Brian Steele,Michael Steinberg,97.0,"$30,000,000",diver|parasite|flare|diving
36511,Pell James|Steven Strait|Kip Pardue|Carrie Fisher|Shannyn Sossamon|Stephen Moyer|Ashlee Simpson|Fisher Stevens|Perrey Reeves|Peter Weller|Melissa Lawner|Cameron Thor|Brian Swibel|Ewan Chung|Mann Alfonso,John Galt,97.0,"$9,000,000",bare chested male|diner|one word title|german shepherd
36513,Milo Ventimiglia|Lacey Chabert|Tom Amandes|Matthew Carey|Mark Derwin|Charles Durning|Michael Milhoan|Billy L. Sullivan|Zoe Saldana|Arielle Kebbel|Ray Santiago|Erin Torpey|Alex Solowitz|Danso Gordon|Wes Robinson,Jon Land,87.0,,hot|sexy|girl wearing panties|voyeur
36517,Ralph Fiennes|Rachel Weisz|Hubert Koundé|Danny Huston|Daniele Harford|Packson Ngugi|Damaris Itenyo Agweyu|Bernard Otieno Oduor|Bill Nighy|Keith Pearson|John Sibi-Okumu|Donald Sumpter|Archie Panjabi|Nick Reding|Gerard McSorley,Jeffrey Caine,129.0,"$25,000,000",government corruption|conspiracy|pharmaceuticals|female rear nudity
36519,Jason Statham|Alessandro Gassmann|Amber Valletta|Kate Nauta|Matthew Modine|Jason Flemyng|Keith David|Hunter Clary|Shannon Briggs|François Berléand|Raymond Tong|George Kapetan|Jeff Chase|Gregg Weiner|Gregg Davis,Luc Besson,87.0,"$32,000,000",sequel|ex soldier|motor car|vehicle
36523,Margaret Cho|Bruce Daniels,Konda Mason,,"$150,000",one woman show|tv special|iraq war|wedding
36525,Reese Witherspoon|Mark Ruffalo|Donal Logue|Dina Spybey-Waters|Ben Shenkman|Jon Heder|Ivana Milicevic|Caroline Aaron|Rosalind Chao|Ron Canada|Willie Garson|Gabrielle Made|William Caploe|Shulie Cowen|Billy Beck,Peter Tolan,95.0,"$58,000,000",doctor|coma|workaholic|apartment
36527,Gwyneth Paltrow|Anthony Hopkins|Jake Gyllenhaal|Danny McCarthy|Hope Davis|Tobiasz Daszkiewicz|Gary Houston|Anne Wittman|Leigh Zimmerman|Colin Stinton|Leland Burnett|John Keefe|Chipo Chung|C. Gerod Harris|Roshan Seth,David Auburn,100.0,"$20,000,000",mathematician|notebook|funeral|overbearing sister
36529,Nicolas Cage|Bridget Moynahan|Jared Leto|Shake Tukhmanyan|Jean-Pierre Nshanian|Jared Burke|Eric Uys|David Shumbris|Stewart Morgan|Jasper Lenz|Stephen Gregor|Kobus Marx|Stephan De Abreu|Jeremy Crutchley|Ian Holm,Andrew Niccol,122.0,"$50,000,000",arms dealer|gunrunner|prostitution|drug addiction
36531,Agnes Bruckner|Jonathan Jackson|Laura Ramsey|D.J. Cotrona|Rick Cramer|Meagan Good|Bijou Phillips|Method Man|Pawel Szajda|Davetta Sherwood|Stacey Travis|Marcus Lyle Brown|James Pickens Jr.|Deborah Duke,Flint Dille,87.0,,voodoo|louisiana|undead|swamp
36533,Erica Yates|Julian Morris|Lindy Booth|Jane Beard|Gary Cole|Jared Padalecki|Jesse Janzen|Paul James|Sandra McCoy|Ethan Cohn|Kristy Wu|Sabrina Gilbert|Ashleigh Pixley|Shauna Sauls|Ranel Johnson,Jeff Wadlow,90.0,"$1,000,000",teenage girl|bikini|mask|halloween costume
36535,Eugene Hutz|Elijah Wood|Jonathan Safran Foer|Jana Hrabetova|Stephen Samudovsky|Ljubomir Dezera|Oleksandr Choroshko|Gil Kazimirov|Zuzana Hodkova|Mikki|Mouse|Boris Lyoskin|Robert Chytil|Jaroslava Sochova|Sergei Ryabtsev,Jonathan Safran Foer,106.0,"$7,000,000",ukraine|jewish|jewish american|nazi
36537,Ted Beckman|Benjamin Bratt|Vincent D'Onofrio|Arvin V. Entena|Tyler Gannon|Kelli Garner|Allen Go|Dakota O'Hara|Walter Kirn|Kit Koenig|Sarah Lucht|Eric Normington|Nancy O'Dell|Lanette Prazeau|Lou Taylor Pucci,Walter Kirn,96.0,"$4,000,000",television journalism|television news|voice lesson|watching television
36539,Peter Falk|Paul Reiser|Olympia Dukakis|Elizabeth Perkins|Mackenzie Connolly|Lydia Jordan|Ann Dowd|Claire Beckman|Mimi Lieber|Bernie McInerney|Catherine Taormina|Rachel Robinson|Rich Duva|Marshall Efron|Dennis Sheehan,Paul Reiser,,,watching tv|road trip|fishing|vomiting
36541,Dylan Fergus|Bryan Kirkwood|Hank Harris|Andrew Levitas|Matt Phillips|Kent Bradley James|Wren T. Brown|Nina Landey|Samuel A. Levine|Kris Andersson|Shaun T. Benjamin|Baron Rogers|Miguel Angel Caballero|Blake Davis|Jerry Farmer,Paul Etheredge,84.0,,lgbt horror|halloween party|undoing someone's trouser belt|gay man
36545,Richard T. Jones|Blair Underwood|Chenoa Maxwell|Andre Royo|Andrew Lauren|Laz Alonso|Lalanya Masters|Nicoye Banks|Jillian Lindsey|Sonja Sohn|Marcia Wright|Damian Young|Alex Carr|Renet Kyles|Johnny Russo,Andrew Lauren,97.0,,hip hop|african american|new york|long island new york
36553,,,,,
36576,,,,,
36630,Tony Peers|Steve Huison|David Tennant|Margo Stanley|Vinessa Shaw|Saskia Reeves|Malcolm Tierney|Margi Clarke|Monte Hellman|Jean-Pierre Kalfon|Julie Delpy|Kevin West|Lisa Edelstein|Michael Campbell|Joe Dallesandro,Mika Kaurismäki,107.0,,actress|undertaker|restaurant|obituary
36683,Rupert Graves|Helen Mirren|Helena Bonham Carter|Barbara Jefford|Judy Davis|Thomas Wheatley|Sophie Kullmann|Vass Anderson|Sylvia Barter|Eileen Davies|Siria Betti|Giovanni Guidelli|Anna Lelio|Luca Lazzareschi|Sergio Falasca,E.M. Forster,,,italy|1900s|sister in law|rich widow
36708,Seth MacFarlane|Alex Borstein|Seth Green|Mila Kunis|Lori Alan|Drew Barrymore|Noel Blanc|John G. Brennan|Mike Henry|Gary Janetti|Don LaFontaine|Phil LaMarr|Ron Livingston|Rachael MacFarlane|Kevin Michael Richardson,Peter Shin,88.0,,adult animation|dog|f word|obesity
36711,,,,,
36752,,,,,
36799,Idris Elba|Carole Karemera|Pamela Nomvete|Oris Erhuero|Fraser James|Abby Mukiibi Nkaaga|Cleophas Kabasita|Noah Emmerich|Debra Winger|Peninah Abatoni|Ashani Alles|Hope Azeda|Théogène Barasa|Dan Barlow|Johannes Bausch,Raoul Peck,140.0,,genocide|camera shot of feet|female stockinged soles|female stockinged legs
36804,Nick Stahl|Johnny Galecki|Lukas Haas|Rachael Leigh Cook|David Proval|John Diehl|Julio Oscar Mechoso|Zuri Williams|Dwight Armstrong|Steve Hudson|Errol Trotman-Harewood|Catherine Britton|Art Karounos|Dominic Boeer|Marco Stankovic,Michael Bacall,88.0,"CAD8,500,000",college|underworld|student|scam
36816,,,,,
36850,,,,,
36883,,,,,
36902,,,,,
36931,Jackie Chan|Nicholas Tse|Mak Bau|Tak-Bun Wong|Winnie Leung|Wai-Leung Kwok|Deep Ng|Ken Lo|Tony Ho|Timmy Hung|Tin Chiu Hung|Carl Ng|Andrew Lin|Samuel Pang|Philip Ng,Alan Yuen,123.0,"HKD80,000,000",time bomb|alcoholism|hong kong police|hostage situation
37058,,,,,
37113,,,,,
37211,,,,,
37240,Ken Adelman|John Ashcroft|Osama bin Laden|George Bush|George W. Bush|Robert Byrd|Frank Capra|Dick Cheney|Joseph Cirincione|Bill Clinton|Anh Duong|Gwynne Dyer|Dwight D. Eisenhower|John S.D. Eisenhower|Susan Eisenhower,Eugene Jarecki,,,political superpower|war crime|war criminal|american imperialism
37257,,,,,
37269,,,,,
37277,,,,,
37287,,,,,
37335,,,,,
37375,,,,,
37380,Karl Urban|Rosamund Pike|Deobia Oparei|Ben Daniels|Razaaq Adoti|Richard Brake|Al Weaver|Dexter Fletcher|Brian Steele|Dwayne Johnson|Yao Chin|Robert Russell|Daniel York|Ian Hughes|Sara Houghton,Dave Callaham,105.0,"$60,000,000",survival|brother sister relationship|based on video game|monster
37382,Keira Knightley|Mickey Rourke|Edgar Ramírez|Delroy Lindo|Mo'Nique|Mena Suvari|Macy Gray|Jacqueline Bisset|Dabney Coleman|Brian Austin Green|Ian Ziering|Stanley Kamel|Peter Jacobson|T.K. Carter|Kel O'Neill,Laurence Harvey,127.0,"$50,000,000",female bounty hunter|female nudity|bounty hunter|fbi
37384,Ryan Reynolds|Anna Faris|Justin Long|David Koechner|Luis Guzmán|Chi McBride|John Francis Daley|Kaitlin Doubleday|Rob Benedict|Alanna Ubach|Vanessa Lengies|Max Kasch|Andy Milonakis|Dane Cook|Jordan Ladd,Rob McKittrick,94.0,"$3,000,000",waiter|dishwasher|cook|restaurant
37386,Charlize Theron|Marton Csokas|Jonny Lee Miller|Sophie Okonedo|Frances McDormand|Pete Postlethwaite|Amelia Warner|Caroline Chikezie|Nikolai Kinski|Paterson Joseph|Yangzom Brauen|Aoibheann O'Hara|Thomas Huber|Weijian Liu|Maverick Quek,Phil Hay,93.0,"$62,000,000",25th century|dystopia|wilhelm scream|spy
37444,,,,,
37462,Rutger Hauer|Mimi Rogers|Joan Chen|James Remar|Stephen Tobolowsky|Basil Wallace|Grand L. Bush|Denis Forest|Glenn Plummer|Belle Avery|Ismael 'East' Carlo|Ed Crick|Zaid Farid|Richard Gilbert-Hill|Colin Hamilton,Broderick Miller,,"$6,000,000",diamond|prison|on the run|explosive collar
37475,Robert Redford|Jennifer Lopez|Morgan Freeman|Josh Lucas|Damian Lewis|Camryn Manheim|Becca Gardner|Lynda Boyd|Rob Hayter|P. Lynn Johnson|Byron Lucas|Trevor Moss|R. Nelson Brown|Dillard Brinson|Jason Diablo,Mark Spragg,108.0,"$30,000,000",camera focus on female butt|bear|car accident|wyoming
37477,Samuel L. Jackson|Eugene Levy|Miguel Ferrer|Luke Goss|Susie Essman|Anthony Mackie|Gigi Rice|Rachael Crawford|Philip Akin|Christopher Murray|Joel Keller|John Hemphill|Kathryn Greenwood|Carrie Cain-Sparks|George Ghali,Jim Piddock,83.0,"$33,000,000",salesman|mistaken identity|buddy comedy|criminal
37495,Tadanobu Asano|Reika Hashimoto|Kyôko Koizumi|Hiroshi Abe|Ittoku Kishibe|Yumi Asô|Kanji Tsuda|Yoshiyuki Morishita|Jai West|Yoshiyoshi Arakawa|Vinnie Jones|Shin'ichi Chiba|Shihori Kanjiya|Tomokazu Miura|Ryûnosuke Kamiki,Taku Tada,,,downward spiral|hitman|erectile dysfunction|voice over narration
37545,,,,,
37626,,,,,
37653,Imad Creidi|Antoinette Turk|Elias Gergi|Carmen Lebbos|Viktor Axelsson|Charbel Iskandar|Yasmine Awad|Jad Stephan|Tatiana Sarkis|Elie Stello|Fidel Béchara|Fouad Hojeij|Abdallah Jabbour|Nazem Issa|Elias Abdul,Josef Fares,105.0,"SEK39,000,000",sweden|war victim|soccer|roadblock
37683,,,,,
37689,Kevin McKidd|Laura Fraser|Susan Lynch|Stuart Sinclair Blyth|Michael Moreland|Russell Anderson|Iain De Caestecker|Lewis Macleod|Lisa May Cooper|Ewen Bremner|Allison McKenzie|Jim Carter|Gerald Lepkowski|Marcia Rose|Noof McEwan,Richard Jobson,,,skinhead|alcoholism|underage drinking|sex standing up
37720,Laura Linney|Tom Wilkinson|Campbell Scott|Jennifer Carpenter|Colm Feore|Joshua Close|Kenneth Welsh|Duncan Fraser|JR Bourne|Mary Beth Hurt|Henry Czerny|Shohreh Aghdashloo|Steve Archer|Arlene Belcastro|David Berner,Paul Harris Boardman,119.0,"$19,000,000",supernatural horror|demonic possession|based on true story|psychotronic film
37727,Jodie Foster|Peter Sarsgaard|Sean Bean|Kate Beahan|Michael Irby|Assaf Cohen|Erika Christensen|Shane Edelman|Mary Gallagher|Haley Ramm|Forrest Landis|Jana Kolesárová|Brent Sexton|Marlene Lawston|Judith Scott,Peter A. Dowling,98.0,"$55,000,000",missing child|flight attendant|lost child|newfoundland canada
37729,Johnny Depp|Helena Bonham Carter|Emily Watson|Tracey Ullman|Paul Whitehouse|Joanna Lumley|Albert Finney|Richard E. Grant|Christopher Lee|Michael Gough|Jane Horrocks|Enn Reitel|Deep Roy|Danny Elfman|Stephen Ballantyne,Mike Johnson,77.0,"$40,000,000",gothic horror|horror for children|bride|corpse
37731,Elijah Wood|Charlie Hunnam|Claire Forlani|Marc Warren|Leo Gregory|Geoff Bell|Kieran Bew|Henry Goodman|Christopher Hehir|Terence Jay|Ross McCall|Francis Pope|Rafe Spall|David Alexander|Oliver Allison,Lexi Alexander,109.0,,hooliganism|hooligan|bar fight|london england
37733,Viggo Mortensen|Maria Bello|Ed Harris|William Hurt|Ashton Holmes|Peter MacNeill|Stephen McHattie|Greg Bryk|Kyle Schmid|Sumela Kay|Gerry Quigley|Deborah Drakeford|Heidi Hayes|Aidan Devine|Bill MacDonald,John Wagner,96.0,"$32,000,000",robbery|small town cafe|mobster|attempted robbery
37736,Barney Clark|Jeremy Swift|Ian McNeice|Richard Durden|Timothy Bateson|Andy de la Tour|Filip Hes|Andreas Papadopoulos|Laurie Athey|Joseph Tremain|Peter Copley|Andy Linden|John Nettleton|Tony Noble|Michael Heath,Charles Dickens,130.0,"$60,000,000",character name as title|oliver twist character|artful dodger character|fagin character
37739,James Paxton|Tom Rack|Armand Laroche|Peter Hurley|Gregory Terlecki|Jonathan Higgins|Matthew Knight|Luke Askew|Amanda Tilson|Elias Koteas|Jamie Merling|Eugenio Esposito|Marnie McPhail|Stephen Dillane|Robin Wilcock,Mark Frost,120.0,"$26,000,000",champion|golf club|underdog|tournament
37741,Allie Mickelson|Kelci Stephenson|Philip Seymour Hoffman|Craig Archibald|Bronwen Coleman|Kate Shindle|David Wilson Barnes|Michael J. Burg|Catherine Keener|Kwesi Ameyaw|Andrew Farago|Ken Krotowich|Chris Cooper|R.D. Reid|Rob McLaughlin,Bennett Miller,114.0,"$7,000,000",gay lead character|kansas|prison|reading
37744,,,,,
37785,,,,,
37824,Nappon Gomarachun|Santisuk Promsiri|Dan Chupong|Piyapong Piew-on|Somrak Khamsing|Amornthep Waewsang|Suebsak Pansueb|Nantaway Wongwanichislip|Kessarin Ektawatkul|Rattaporn Khemtong|Chatthapong Phantana-Angkul|Sasisa Jindamanee|Payong Mounda|Swat Hoopsom|June Angela,Morakat Kaewthanek,96.0,,time bomb|village|athlete|nightmare
37830,Takahiro Sakurai|Ayumi Itô|Shôtarô Morikubo|Maaya Sakamoto|Keiji Fujiwara|Taiten Kusunoki|Yûji Kishi|Kenji Nomura|Shôgo Suzuki|Masahiro Kobayashi|Kazuyuki Yama|Yumi Kakazu|Hideo Ishikawa|Masachika Ichimura|Miyû Tsuzurahara,Takeshi Nozue,101.0,,based on video game|profanity|disease|silver hair
37837,Valeria Bruni Tedeschi|Gilbert Melki|Jean-Marc Barr|Jacques Bonnaffé|Edouard Collin|Romain Torres|Sabrina Seyvecou|Yannick Baudin|Julien Weber|Sébastien Cormier|Marion Roux,Jacques Martineau,96.0,,pubic hair|male pubic hair|male nudity|bare chested male
37844,Shad Moss|Chi McBride|Meagan Good|Wesley Jonathan|Marcus T. Paulk|Rick Gonzalez|Jurnee Smollett|Brandon T. Jackson|Khleo Thomas|Kellita Smith|Mike Epps|Charlie Murphy|Nick Cannon|Paul Wesley|Daniel Yabut,Norman Vance Jr.,112.0,,tube sock|competition|roller skates|1970s
37846,Elizabeth Banks|Johnny Knoxville|Beth Grant|Laura Cayouette|Thomas Jackson Burt|Ken Jackson|Sophie Traub|David Koechner|Matthew Sharp|James Parks|Kick Gurry|Juliette Lewis|Andrew Prine|Linda Wylie|Carri O'Neill,Katrina Holden Bronson,100.0,"$3,000,000",overalls|juilliard school|toilet|television cameraman
37853,Paul Walker|Jessica Alba|Scott Caan|Ashley Scott|Josh Brolin|James Frain|Tyson Beckford|Dwayne Adway|Javon Frazer|Chris Taloa|Peter R.V. Bowleg Jr.|Clifford McIntosh|Adam Collins|Gill Montie|Dan Ballard,Matt Johnson,110.0,"$50,000,000",cocaine|bahamas|shark|scuba diving
37855,Julianne Moore|Woody Harrelson|Laura Dern|Trevor Morgan|Ellary Porterfield|Simon Reynolds|Monté Gagné|Robert Clark|Michael Seater|Erik Knudsen|Jake Scott|Jordan Todosey|Ryan Price|Shae Norris|Abigail Falle,Terry Ryan,99.0,"$12,000,000",freaking out|gasoline station|dysfunctional marriage|man wears eyeglasses
37857,Stephanie Leonidas|Jason Barry|Rob Brydon|Gina McKee|Dora Bryan|Stephen Fry|Andy Hamilton|Simon Harvey|Lenny Henry|Robert Llewellyn|Eryl Maynard|Eve Pearce|Nik Robson|Victoria Williams|Rick Allen,Neil Gaiman,101.0,"$4,000,000",circus|dream|fantasy world|dark fantasy
37949,Michael Gilio|Lara Phillips|Rich Komenich|Karin Anglin|Kris Wolff|Guy Barile|Eric Curtis Johnson|Whitney Powell|Bob Rokos|Greg Sandquist|Sunny Seigel|Doug Steckel,Michael Gilio,110.0,,shoplifting|pregnancy|diner|convenience store
37955,Zoé Auclair|Lea Bridarolli|Bérangère Haubruge|Marion Cotillard|Hélène de Fougerolles|Olga Peytavi-Müller|Alisson Lalieux|Ana Palomo-Diaz|Astrid Homme|Joséphine Van Wambeke|Johanna Surbier|Grizelle Crozet|Corinne Marchand|Sonia Petrovna|Véronique Nordey,Lucile Hadzihalilovic,122.0,,school|girl|boarding school|tunnel
37957,Yuriy Laguta|Marina Vovchenko|Sergey Shnurov|Andrei Kudriashov|Konstantin Murzenko|Anatoliy Adoskin|Shavkat Abdusalamov|Aleksei Khvostenko|Irina Vovchenko|Svetlana Vovchenko|Natalya Tetenova|Leonid Fyodorov,Ilya Khrzhanovskiy,126.0,,male full rear nudity|bare breasts|female full rear nudity|large breasts
37960,Frances O'Connor|Simon Baker|Gregory Smith|Bryce Dallas Howard|Joanna Adler|Sabrina Grdevich|Ari Graynor|Beth MacDonald|Brett Tabor|Van Hughes|C.J. Aker|Sherie Melby|EJ Scalzi,Alan Brown,83.0,,male full frontal nudity|cuckolded husband|menage a trois|male objectification
37967,Viggo Mortensen|Ryo Ishibashi|Michael Nouri|Franklyn Ajaye|Yuji Okumoto|Anzu Lawson|Robert Forster|John Fujioka|Nicky Katt|Jimmy Taenaka|Saiko Isshiki|Fritz Mashimo|Jeff Bankert|Rosine 'Ace' Hatem|John Hammil,Takashige Ichise,96.0,,yakuza|fbi|mafia|forklift
37976,,,,,
37982,Joshua Leonard|Jordan Ladd|Natasha Lyonne|Lance Henriksen|Dendrie Taylor|Leslie Jordan|Patrika Darbo|Christian Leffler|Newell Alexander|Dan Callahan|Mark Holton|Aaron Strongoni|Todd Stites|Rosemary Alexander|Muffy Bolding,William Butler,91.0,"$3,000,000",psychotronic film|man wears eyeglasses|intern|medication
38001,Joseph Fiennes|Kristin Scott Thomas|Iain Glen|Hugh Bonneville|Lomama Boseki|Cécile Bayiha|Flora Montgomery|Patrick Mofokeng|Alistair Petrie|Hubert Saint-Macary|Matthew Zajac|William McBain|Robin Smith|Theo Landey|Ron Donachie,William Boyd,122.0,"EUR30,000,000",pygmy|zoo|scotland|cage
38004,,,,,
38036,,,,,
38038,Peter Sallis|Ralph Fiennes|Helena Bonham Carter|Peter Kay|Nicholas Smith|Liz Smith|John Thomson|Mark Gatiss|Vincent Ebrahim|Geraldine McEwan|Edward Kelsey|Dicken Ashworth|Robert Horvath|Pete Atkin|Noni Lewis,Nick Park,85.0,"$30,000,000",dog|hunting|competition|pest control
38046,Leon Lai|Donnie Yen|Charlie Yeung|Honglei Sun|Yi Lu|So-yeon Kim|Chia-Liang Liu|Jingchu Zhang|Li-Wu Tai|Duncan Lai|Jason Piao Pai|Kuan-Chun Chi|Peng Huang|Haitao Li|Jingwu Ma,Chi-Sing Cheung,153.0,"$18,000,000",village|sword|martial arts|china
38061,Robert Downey Jr.|Val Kilmer|Michelle Monaghan|Corbin Bernsen|Dash Mihok|Larry Miller|Rockmond Dunbar|Shannyn Sossamon|Angela Lindvall|Indio Falconer Downey|Ariel Winter|Duane Carnahan|Josh Richman|Martha Hackett|Nancy Fish,Brett Halliday,103.0,"$15,000,000",neo noir|actor|thief|kidnapping
38086,Ji-Hyo Song|Han-byeol Park|An Jo|Ji-Yeon Park|Su-a Hong|Wu-jin Jang|Ji-min Kwak|Jung-hee Moon,Soo-ah Kim,,,dance|school|ballet|stairs
38095,Byung-hun Lee|Min-a Shin|Yeong-cheol Kim|Jung-min Hwang|Roe-ha Kim|Hae-gon Kim|Eric Moon|Dal-su Oh|Gi-yeong Lee|Goo Jin|Yu-mi Jung|Tae-hee Kim|Mu-yeong Lee|Kwang-rok Oh|Domashchenko Vadym,Dong-Cheol Kim,119.0,,south korea|anti hero|arms dealer|arms deal
38097,Pauline Lau|Tony Ka Fai Leung|Bai Ling|Meme Tian|So-Foon Wong|Miki Yeung|Miriam Chin Wah Yeung,Pik Wah Lee,91.0,,dumpling|hotel|looking at oneself in a mirror|rejuvenation
38159,,,,,
38164,,,,,
38188,Debbie Doebereiner|Omar Cowan|Dustin James Ashley|Phyllis Workman|Laurie L. Wee|Daniel R. Christian|Misty Wilkins|Madison Wilkins|K. Smith|Decker Moody|Thomas R. Davis|Ross Clegg|Scott Smeeks|M. Stephen Deem|Leonora K. Hornbeck,Coleman Hough,73.0,"$1,600,000",factory|doll factory|single mother|murder
38198,Elizabeth 'Eliza' Maganga Nsese|Raphael Tukiko Wagara|Dimond Remtulia|Marcus Nyoni|Sergey Samarets|Jonathan Nathanael|Msafiri 'Safiri' Habat|Dima Rogonov|Vladimir Tarasenko|Jura Biriuchev|Stanislav Ivanchenko|Jakob Maiseli|Lalit Malhotra|Shadard Mkono|Cleopa Kaijage,Hubert Sauper,107.0,,lake victoria|perch|fish|africa
38294,Hringur Ingvarsson|Spencer Wilding|Stellan Skarsgård|Ingvar Sigurdsson|Gunnar Eyjólfsson|Gerard Butler|Philip Whitchurch|Ronan Vibert|Rory McCann|Tony Curran|Martin Delaney|Mark Lewis|Elva Ósk Ólafsdóttir|Ólafur Darri Ólafsson|Steinunn Ólína Þorsteinsdóttir,Anonymous,103.0,,beowulf|troll|death of father|beowulf character
38304,Bob Dylan|B.J. Rolfzen|Dick Kangas|Liam Clancy|Anthony Glover|Paul Nelson|Allen Ginsberg|Dave Van Ronk|Maria Muldaur|John Cohen|Bruce Langhorne|Mark Spoelstra|Suze Rotolo|Izzy Young|Mitch Miller,Bob Dylan,359.0,"$2,000,000",singer|interview|performance|folk rock
38320,,,,,
38376,Marcello Mastroianni|Michèle Morgan|Valeria Cavalli|Marino Cenna|Norma Martelli|Roberto Nobile|Salvatore Cascio|Matteo Lo Piparo|Mariangela Randazzo|Gaia Restino|Paride Zappala|Leo Gullotta|Antonella Attili|Nicola Di Pinto|Sylvie Fennec,Giuseppe Tornatore,118.0,,family relationships|italy|sicily|breast feeding
38384,,,,,
38388,Leonardo Guerra|Tony Plana|Miriam Colon|Kuno Becker|Jorge Cervera|Herman Chavez|Alfredo Rodríguez|Donald Li|Kate Tomlinson|Jake Johnson|Zachary Johnson|Stephen Dillane|Sean Pertwee|Jonathan Hernandez|Alessandro Nivola,Mike Jefferies,118.0,"$10,000,000",newcastle united|soccer|party|border
38435,Dina Korzun|Rip Torn|Darren E. Burrows|Andrew Lawrence Henderson|Elizabeth Morton|Joanne Pankow|Arielle Kight|J. Blackfoot|Red West|Jenny O'Hara|Jerry Chipman|Mary Jean Bentley|Charly Kayle|J. Allen Scott|Earl Randle,Michael Rohatyn,,"$1,500,000",young stepmother|sex with stepmother|sex with stepson|stepmother stepson sex
38473,Evelyn Glennie|Fred Frith|Roxane Butterfly|Horacio 'Negro' Hernández|Ondekoza|This Misa Saikou|Jason the Fogmaster|Roger Glennie,Evelyn Glennie,99.0,,
38499,Al Pacino|Mary-Louise Parker|Jeffrey Wright|Justin Kirk|Ben Shenkman|Meryl Streep|Patrick Wilson|Brian Markinson|Emma Thompson|James Cromwell|Melissa Wilder|Fatima Da Silva|Florence Kastriner|Howard Pinhasik|Robin Weigert|David Zayas|Flotilla Debarge|Sterling Brown|Lisa LeGuillou|Shawn Bartels|Brian Dougherty|Mary Esbjornson|Barbara Fusco|Serafina Martino|Steven Edward Moore|Christopher Schuman|Reldalee Wagner|Matthew Yohn,Al Pacino,352.0,"$60,000,000",hiv|death|loneliness|valium
