title,year,rating
Kitchen in Paris,2014,4.5
"Kite Runner, The",2007,2.75
Klown: The Movie (Klovn),2010,3.5
Km. 0 - Kilometer Zero (Kilómetro cero),2000,4.0
Knight Moves,1992,3.25
Knight and Day,2010,2.9285714285714284
"Knight's Tale, A",2001,2.75
Knights of Badassdom,2013,3.5
Knock Off,1998,2.5
Knockaround Guys,2002,3.25
Knocked Up,2007,2.75
Knockin' on Heaven's Door,1997,3.875
Knowing,2009,2.8125
Kokowääh,2011,5.0
Kolya (Kolja),1996,3.6666666666666665
Kon-Tiki,2012,3.5
Kopps,2003,3.25
Krippendorf's Tribe,1998,2.625
Krrish,2006,3.5
Kuffs,1992,2.5
"Kumiko, the Treasure Hunter",2014,3.5
Kundun,1997,3.75
Kung Fu Hustle (Gong fu),2004,2.9375
Kung Fu Panda,2008,2.75
Kung Fu Panda 2,2011,2.75
Kung Pow: Enter the Fist,2002,2.5
"Kuroneko (Black Cat from the Grove, The) (Yabu no naka no kuroneko)",1968,3.5
Kurt & Courtney,1998,3.3333333333333335
Kurt Cobain: Montage of Heck,2015,3.0
L.A. Confidential,1997,3.0
L.A. Story,1991,2.888888888888889
L.I.E.,2001,3.8333333333333335
L: Change the World,2008,5.0
La Belle Verte,1996,3.75
La Cérémonie,1995,4.0
La Luna,2011,3.25
Labor Day,2013,3.0
Ladder 49,2004,3.25
"Ladies Man, The",2000,2.6666666666666665
Ladies in Lavender,2004,3.75
Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi),2005,4.0
"Lady and the Duke, The (Anglaise et le duc, L')",2001,3.5
Lady in the Water,2006,3.25
Ladybird Ladybird,1994,4.0
Ladybugs,1992,2.5
"Ladykillers, The",2004,3.0
Lagaan: Once Upon a Time in India,2001,3.75
Laggies,2014,4.5
"Lake House, The",2006,3.125
Lake Placid,1999,2.5625
Lakeboat,2000,4.0
Lakeview Terrace,2008,3.5
Lamerica,1994,2.5
Lan Yu,2001,3.0
Land and Freedom (Tierra y libertad),1995,2.6666666666666665
Land of the Dead,2005,3.1
Land of the Lost,2009,2.375
Lantana,2001,4.0
Lara Croft Tomb Raider: The Cradle of Life,2003,2.75
Lara Croft: Tomb Raider,2001,2.75
"Laramie Project, The",2002,3.75
Larger Than Life,1996,1.8333333333333333
"Largo Winch (Heir Apparent: Largo Winch, The)",2008,2.75
Larry Crowne,2011,3.375
Larry the Cable Guy: Health Inspector,2006,1.75
Lars and the Real Girl,2007,3.2142857142857144
Lassie,1994,3.25
Last Action Hero,1993,2.75
"Last Airbender, The",2010,2.4285714285714284
"Last Boy Scout, The",1991,3.2
"Last Broadcast, The",1998,1.5
"Last Castle, The",2001,3.75
Last Chance Harvey,2008,2.6666666666666665
Last Days,2005,2.6666666666666665
"Last Days of Disco, The",1998,3.4166666666666665
"Last Days on Mars, The",2013,2.5
"Last Days, The",1998,3.25
"Last Exorcism Part II, The",2013,3.0
Last Holiday,2006,3.5
"Last Horror Movie, The",2003,2.5
"Last House on the Left, The",2009,3.2
"Last King of Scotland, The",2006,3.2857142857142856
"Last Kiss, The",2006,3.8
"Last Klezmer: Leopold Kozlowski, His Life and Music, The",1994,3.0
"Last Legion, The",2007,2.25
Last Life in the Universe (Ruang rak noi nid mahasan),2003,4.0
"Last Lions, The",2011,4.5
"Last Lovecraft: Relic of Cthulhu, The",2009,3.0
Last Man Standing,1996,3.1875
"Last Mimzy, The",2007,3.5
Last Night,2010,2.8333333333333335
Last Night,1998,3.25
Last Orders,2001,4.0
Last Ride,2009,4.0
"Last Samurai, The",2003,2.75
"Last Seduction, The",1994,4.0
"Last September, The",1999,3.0
"Last Song, The",2010,3.2142857142857144
"Last Stand, The",2013,3.3
"Last Station, The",2009,4.0
"Last Supper, The",1995,3.5
Last Vegas,2013,3.25
"Last Winter, The",2006,2.0
"Last of the Mohicans, The",1992,3.0
"Late August, Early September (Fin août, début septembre)",1998,1.0
Late Marriage (Hatuna Meuheret),2001,3.0
Late Phases,2014,1.0
Laurel Canyon,2002,3.75
Lavatory Lovestory (Ubornaya istoriya - lyubovnaya istoriya),2007,4.5
Law Abiding Citizen,2009,3.6666666666666665
Lawless,2012,3.5
Lawn Dogs,1997,2.75
Lawnmower Man 2: Beyond Cyberspace,1996,2.1
"Lawnmower Man, The",1992,3.0
Laws of Attraction,2004,1.75
Lay the Favorite,2012,3.0
Layer Cake,2004,3.5
"Lazarus Project, The",2008,3.5
"League of Extraordinary Gentlemen, The (a.k.a. LXG)",2003,2.5
"League of Ordinary Gentlemen, A",2004,3.1666666666666665
"League of Their Own, A",1992,2.75
Leap Year,2010,3.6666666666666665
Leap of Faith,1992,3.75
Leatherheads,2008,3.5
Leave It to Beaver,1997,2.125
Leaves of Grass,2009,2.25
Leaving (Partir),2009,3.5
Leaving Las Vegas,1995,2.888888888888889
Lebanon,2009,3.5
"Ledge, The",2011,3.5
Lee Daniels' The Butler,2013,3.875
Left Behind,2014,3.5
Left Behind II: Tribulation Force,2002,2.25
Left Behind: The Movie,2000,1.625
Left Behind: World at War,2005,4.5
Legalese,1998,2.0
Legally Blonde,2001,2.75
"Legally Blonde 2: Red, White & Blonde",2003,2.75
"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano)",1998,3.6666666666666665
"Legend of Bagger Vance, The",2000,2.8125
"Legend of Drunken Master, The (Jui kuen II)",1994,2.888888888888889
"Legend of Hercules, The",2014,2.75
"Legend of Zorro, The",2005,3.0
Legend of the Guardians: The Owls of Ga'Hoole,2010,2.75
Legend of the Village Warriors (Bangrajan),2000,3.0
"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk)",1993,4.333333333333333
Legends of the Fall,1994,2.75
Legion,2010,2.0833333333333335
Lemon Tree,2008,3.0
Lemony Snicket's A Series of Unfortunate Events,2004,3.1875
Leningrad Cowboys Meet Moses,1994,2.5
Leonard Cohen: I'm Your Man,2005,4.0
Leprechaun,1993,2.0
Leprechaun 3,1995,3.5
Leprechaun 4: In Space,1997,2.5
Lesson Faust,1994,4.0
Lessons of Darkness (Lektionen in Finsternis),1992,4.0
Let Me In,2010,3.1666666666666665
Let it Rain (Parlez-moi de la pluie),2008,2.5
Let the Bullets Fly,2010,4.0
Let the Right One In (Låt den rätte komma in),2008,3.5
Let's Be Cops,2014,3.75
Let's Go to Prison,2006,2.625
Lethal Weapon 3,1992,2.75
Lethal Weapon 4,1998,2.75
"Letter to Momo, A (Momo e no tegami)",2011,3.0
Letters from Iwo Jima,2006,3.5
Letters to Father Jacob (Postia pappi Jaakobille),2009,3.0
Letters to Juliet,2010,3.1666666666666665
Level Five,1997,4.5
Leviathan,2014,3.4
Levity,2003,4.0
Liar Liar,1997,2.75
Liberal Arts,2012,3.25
"Libertine, The",2004,3.125
Liberty Heights,1999,3.0
Liberty Stands Still,2002,4.0
"Librarian, The: The Curse of the Judas Chalice",2008,3.0
"Librarian: Quest for the Spear, The",2004,3.6666666666666665
License to Wed,2007,3.0833333333333335
Liebestraum,1991,2.5
Life,1999,2.25
Life After People,2008,3.0
"Life Aquatic with Steve Zissou, The",2004,3.25
"Life Before Her Eyes, The",2007,2.25
Life During Wartime,2009,2.75
Life Is Beautiful (La Vita è bella),1997,2.888888888888889
Life Is Sweet,1990,3.5
Life Itself,2014,3.75
"Life Less Ordinary, A",1997,3.0
Life Partners,2014,4.0
Life Stinks,1991,3.0
"Life and Death of Peter Sellers, The",2004,4.0
Life and Debt,2001,3.5
"Life and Times of Allen Ginsberg, The",1994,4.0
"Life and Times of Hank Greenberg, The",1998,3.75
Life as We Know It,2010,3.1
Life as a House,2001,3.2857142857142856
Life in a Day,2011,3.75
Life is a Miracle (Zivot je cudo),2004,4.166666666666667
"Life is to Whistle (Vida es silbar, La)",1998,2.0
"Life of David Gale, The",2003,3.75
Life of Pi,2012,2.9444444444444446
"Life of Reilly, The",2006,5.0
Life or Something Like It,2002,3.125
Life with Mikey,1993,3.3
Life's a Breeze,2013,2.5
"Lifeguard, The",2013,3.5
Light It Up,1999,2.5
Lightning Jack,1994,3.0
Lights in the Dusk (Laitakaupungin valot),2006,3.5
Like Crazy,2011,4.333333333333333
Like Mike,2002,2.6666666666666665
Like Stars on Earth (Taare Zameen Par),2007,5.0
Like Water for Chocolate (Como agua para chocolate),1992,3.357142857142857
Lilo & Stitch,2002,2.888888888888889
Lilting,2014,4.5
Lilya 4-Ever (Lilja 4-ever),2002,3.6
Limbo,1999,2.6666666666666665
"Limey, The",1999,3.1875
Limitless,2011,2.75
"Limits of Control, The",2009,3.8333333333333335
Lincoln,2012,3.1875
"Lincoln Lawyer, The",2011,4.0
Linda Linda Linda,2005,3.0
"Line King: The Al Hirschfeld Story, The",1996,2.0
"Lion King, The",1994,2.75
Lionheart,1990,3.5
Lions For Lambs,2007,3.0
Lisa,1990,4.0
Little Big League,1994,2.9166666666666665
"Little Bit of Heaven, A",2011,4.0
Little Black Book,2004,2.8333333333333335
Little Buddha,1993,2.7
Little Children,2006,3.357142857142857
Little Dieter Needs to Fly,1997,2.25
Little Fish,2005,4.0
Little Fockers,2010,2.75
Little Man,2006,2.125
Little Man Tate,1991,2.5833333333333335
Little Manhattan,2005,3.6666666666666665
Little Miss Sunshine,2006,2.75
Little Nemo: Adventures in Slumberland,1992,3.5
Little Nicholas (Le petit Nicolas),2009,4.25
Little Nicky,2000,2.5555555555555554
Little Odessa,1994,3.25
Little Otik (Otesánek),2000,3.5
"Little Princess, A",1995,3.357142857142857
"Little Rascals, The",1994,3.0
Little Soldier (Lille soldat),2008,4.0
"Little Vampire, The",2000,3.5
Little Voice,1998,3.3
Little Women,1994,3.0
Liv & Ingmar,2012,2.0
Live Flesh (Carne trémula),1997,3.8333333333333335
Live Forever,2003,3.0
Live Free or Die,2006,3.0
Live Free or Die Hard,2007,2.9444444444444446
Live Nude Girls,1995,3.25
Live Nude Girls Unite!,2000,4.5
"Lives of Others, The (Das leben der Anderen)",2006,3.25
Living Out Loud,1998,2.5
"Living Sea, The",1995,4.5
"Living Skeleton, The (Kyûketsu dokuro-sen)",1968,3.0
Living in Oblivion,1995,3.4
Living with Wolves,2005,5.0
"Lizzie McGuire Movie, The",2003,3.5
Loaded,1994,3.0
Loaded Weapon 1 (National Lampoon's Loaded Weapon 1),1993,3.0
"Lock, Stock & Two Smoking Barrels",1998,3.25
Locke,2013,3.6666666666666665
Lockout,2012,3.357142857142857
"Locusts, The",1997,2.0
"Lodger, The",2009,3.5
Loft,2010,4.0
Loft,2008,4.5
Logorama,2009,4.0
Lolita,1997,3.357142857142857
London,2005,3.0
London Boulevard,2010,4.0
"Lone Ranger, The",2013,3.0
Lone Star,1996,3.25
Lone Survivor,2013,3.6666666666666665
"Lonely Place to Die, A",2011,3.0
Lonesome Jim,2005,2.5
"Long Kiss Goodnight, The",1996,3.0
"Long Walk Home, The",1990,3.8333333333333335
"Long Way Down, A",2014,4.0
"Longest Yard, The",2005,3.1875
Longtime Companion,1990,3.0
Look Both Ways,2005,3.6666666666666665
Look Who's Talking Now,1993,2.2142857142857144
Look Who's Talking Too,1990,2.3125
Look at Me (Comme une image),2004,4.0
"Look of Silence, The",2014,4.75
"Look, Up in the Sky! The Amazing Story of Superman",2006,4.5
Looking for Eric,2009,4.0
Looking for Richard,1996,4.0
"Lookout, The",2007,2.9444444444444446
Looney Tunes: Back in Action,2003,3.0
Looper,2012,2.75
Loose Cannons,1990,1.5
Lord of Illusions,1995,2.7142857142857144
Lord of War,2005,2.9444444444444446
Lord of the Flies,1990,3.1
"Lord of the Rings: The Fellowship of the Ring, The",2001,2.75
"Lord of the Rings: The Return of the King, The",2003,2.75
"Lord of the Rings: The Two Towers, The",2002,2.75
"Lord, Save Us from Your Followers",2008,4.0
Lords of Dogtown,2005,3.75
Lore,2012,2.5
Lorenzo's Oil,1992,2.6
Lorna's Silence (Le silence de Lorna),2008,3.125
Los Angeles Plays Itself,2003,3.5
Loser,2000,2.857142857142857
"Losers, The",2010,3.5
Losing Chase,1996,4.25
Losing Isaiah,1995,2.9166666666666665
"Loss of Sexual Innocence, The",1999,3.5
Lost & Found,1999,1.625
"Lost Battalion, The",2001,5.0
Lost Boys: The Tribe,2008,1.0
"Lost City, The",2005,5.0
Lost Highway,1997,3.1875
Lost Souls,2000,3.0
"Lost World: Jurassic Park, The",1997,2.75
Lost and Delirious,2001,3.0
Lost in La Mancha,2002,2.75
Lost in Space,1998,2.8125
Lost in Translation,2003,2.888888888888889
Lost in Yonkers,1993,3.5
"Lot Like Love, A",2005,3.4
Louis C.K.: Chewed Up,2008,3.4166666666666665
Louis C.K.: Hilarious,2010,3.8
Louis C.K.: Live at The Comedy Store,2015,3.4166666666666665
Louis C.K.: Shameless,2007,4.0
Lourdes,2009,4.0
Love,2011,3.0
Love & Human Remains,1993,3.0
Love & Sex,2000,4.0
Love Actually,2003,2.75
Love Affair,1994,3.5
Love Field,1992,3.0
"Love Guru, The",2008,1.75
Love Happens,2009,3.25
Love In the Time of Money,2002,1.0
Love Is All There Is,1996,3.0
Love Is All You Need (Den skaldede frisør),2012,2.5
Love Is the Devil,1998,2.0
Love Jones,1997,3.5
Love Lasts Three Years (L'amour dure trois ans),2011,3.0
"Love Letter, The",1999,2.5
Love Liza,2002,3.5
Love Me If You Dare (Jeux d'enfants),2003,4.0
Love Me No More (Deux jours à tuer),2008,4.5
Love Potion #9,1992,2.8
Love Serenade,1996,3.3333333333333335
"Love Song for Bobby Long, A",2004,3.7
Love Songs (Les chansons d'amour),2007,3.5
Love Stinks,1999,2.0
Love and Basketball,2000,2.9166666666666665
Love and Death on Long Island,1997,4.0
Love and Honor,2006,5.0
Love and Honor,2012,4.0
Love and Other Drugs,2010,3.6666666666666665
Love and a .45,1994,2.25
Love in the Time of Cholera,2007,0.5
Love in the Time of Hysteria (Sólo con tu pareja),1991,4.0
Love is God,2003,3.0
Love the Beast,2009,4.0
Love! Valour! Compassion!,1997,3.5
Love's Labour's Lost,2000,1.5
"Love, Rosie",2014,3.8
"Love, Wedding, Marriage",2011,2.5
"Love, etc.",1996,1.0
Lovecraft: Fear of the Unknown,2008,3.0
"Loved Ones, The",2009,3.5
Lovelace,2013,1.25
Lovely & Amazing,2001,3.0
"Lovely Bones, The",2009,3.2
"Lover, The (Amant, L')",1992,2.75
Lovers & Leavers (Kuutamolla),2002,3.5
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)",1998,2.8333333333333335
"Lovers on the Bridge, The (Amants du Pont-Neuf, Les)",1991,3.5
"Low Down Dirty Shame, A",1994,2.375
Lucky Number Slevin,2006,3.0
Lucky Numbers,2000,2.6
"Lucky One, The",2012,3.0
"Lucky Ones, The",2008,3.5
Lucky You,2007,2.0
Lucy,2014,2.888888888888889
"Lucía, Lucía (Hija del caníbal, La)",2003,4.0
Lulu on the Bridge,1998,3.0
Lumumba,2000,3.5
Luna de Avellaneda,2004,3.25
"Lust, Caution (Se, jie)",2007,3.75
Luther,2003,4.166666666666667
"Luzhin Defence, The",2000,3.5
Lynch,2007,4.0
Léolo,1992,4.5
Léon: The Professional (a.k.a. The Professional) (Léon),1994,3.1875
M. Butterfly,1993,3.375
Maborosi (Maboroshi no hikari),1995,4.25
MacGruber,2010,3.5
Machete,2010,2.5555555555555554
Machete Kills (Machete 2),2013,2.0
"Machine Girl, The (Kataude mashin gâru)",2008,1.5
Machine Gun Preacher,2011,3.5
Mad City,1997,3.1666666666666665
Mad Dog Time,1996,5.0
Mad Dog and Glory,1993,3.5
Mad Hot Ballroom,2005,3.75
Mad Love,1995,2.8333333333333335
Mad Money,2008,4.0
Madadayo (a.k.a. Not Yet),1993,4.5
Madagascar,2005,3.125
Madagascar,2011,4.5
Madagascar 3: Europe's Most Wanted,2012,3.5
Madagascar: Escape 2 Africa,2008,2.9375
Madame Bovary,1991,3.25
Made,2001,2.9166666666666665
Made in America,1993,2.1
Made of Honor,2008,3.25
Madeline,1998,2.5
Madhouse,1990,2.75
"Madness of King George, The",1994,3.1875
Madonna: Truth or Dare,1991,2.9166666666666665
"Magdalene Sisters, The",2002,3.75
Magic Mike,2012,2.0
Magic Trip,2011,0.5
Magic in the Moonlight,2014,3.5
Magnolia,1999,2.75
Maid in Manhattan,2002,2.5555555555555554
Maidentrip,2014,4.5
"Majestic, The",2001,3.4
Major League II,1994,2.75
Major League: Back to the Minors,1998,2.3
Major Payne,1995,2.75
Make the Yuletide Gay,2009,3.0
Malcolm X,1992,3.2857142857142856
Maleficent,2014,2.75
Malibu's Most Wanted,2003,2.6666666666666665
Malice,1993,3.2857142857142856
Mallrats,1995,3.1875
Malèna,2000,3.5
Mama,2013,3.375
Mambo Italiano,2003,2.6666666666666665
"Mambo Kings, The",1992,3.25
Mamma Mia!,2008,2.75
Mammoth (Mammut),2009,3.0
Mammuth,2010,3.0
"Man Apart, A",2003,2.7
Man Bites Dog (C'est arrivé près de chez vous),1992,3.0625
"Man Named Pearl, A",2006,4.5
Man Push Cart,2005,2.5
Man Trouble,1992,1.0
"Man Who Cried, The",2000,2.1666666666666665
"Man Who Knew Too Little, The",1997,3.25
"Man Who Sued God, The",2001,4.5
"Man Who Wasn't There, The",2001,3.75
"Man Without a Face, The",1993,3.0833333333333335
"Man Without a Past, The (Mies vailla menneisyyttä)",2002,3.75
"Man from Earth, The",2007,3.5
"Man from the Future, The (O Homem do Futuro)",2011,2.0
"Man in the Iron Mask, The",1998,3.1875
"Man of No Importance, A",1994,4.0
Man of Steel,2013,2.5
Man of the House,2005,2.0
Man of the House,1995,2.75
Man of the Year,2006,2.0
Man of the Year,1995,4.0
"Man of the Year, The (O Homem do Ano)",2003,3.5
Man on Fire,2004,3.5
Man on Wire,2008,3.75
Man on a Ledge,2012,3.5
Man on the Moon,1999,2.888888888888889
"Man on the Train (Homme du train, L')",2002,3.9
"Man with the Iron Fists, The",2012,2.5
Man with the Screaming Brain,2005,2.5
Man's Job (Miehen työ),2007,3.5
Management,2008,2.5
"Manchurian Candidate, The",2004,2.9285714285714284
Manderlay,2005,4.25
"Mangler, The",1995,2.5
Manhattan Murder Mystery,1993,3.6666666666666665
Maniac Cop 2,1990,5.0
Manic,2001,2.75
Mannequin 2: On the Move,1991,2.0
Manny & Lo,1996,4.5
Mansfield Park,1999,3.4
Manufacturing Consent: Noam Chomsky and the Media,1992,4.0
Map of the Human Heart,1993,3.0
"Map of the World, A",1999,4.0
Maps to the Stars,2014,3.0
"Maradona, the Hand of God (Maradona, la mano di Dio)",2007,3.5
Marc Maron: Thinky Pain,2013,3.5
"March of the Penguins (Marche de l'empereur, La)",2005,3.0625
Mardock Scramble: The Second Combustion,2011,3.75
Margaret,2011,3.6666666666666665
Margaret Cho: Assassin,2005,2.0
Margaret's Museum,1995,3.0
Margin Call,2011,3.75
Margot at the Wedding,2007,3.0
"Maria Full of Grace (Maria, Llena eres de gracia)",2004,3.6666666666666665
"Mariachi, El",1992,3.357142857142857
Marie Antoinette,2006,3.6666666666666665
Marie from the Bay of Angels (Marie Baie Des Anges),1997,1.0
Marina Abramovic: The Artist Is Present,2012,3.0
"Marine, The",2006,2.75
Marked for Death,1990,2.75
Marlene Dietrich: Shadow and Light,1996,3.0
Marley & Me,2008,2.75
Marley & Me: The Puppy Years,2011,1.0
Marmaduke,2010,3.0
"Marriage Made in Heaven, A (Rab Ne Bana Di Jodi)",2008,5.0
Married Life,2007,3.0
Married to It,1991,3.0
"Marrying Man, The (Too Hot to Handle)",1991,1.0
Mars Attacks!,1996,2.75
Mars Needs Moms,2011,1.5
Marshland,2014,4.0
Martha Marcy May Marlene,2011,3.75
Martian Child,2007,3.5
Martin Lawrence Live: Runteldat,2002,3.0
Martin Lawrence: You So Crazy,1994,3.25
Martyrs,2008,3.75
Marvin Hamlisch: What He Did for Love,2013,3.5
Marvin's Room,1996,3.0
Marwencol,2010,3.8333333333333335
Mary,2005,3.0
Mary Reilly,1996,2.5
Mary Shelley's Frankenstein (Frankenstein),1994,2.5555555555555554
"Mask of Zorro, The",1998,2.75
"Mask, The",1994,2.75
"Masquerade (Gwanghai, Wangyidoen namja)",2012,3.0
Master and Commander: The Far Side of the World,2003,3.0
"Master of Disguise, The",2002,2.0
"Master, The",2012,3.1875
"Matador, The",2005,2.8
Match Point,2005,3.25
"MatchMaker, The",1997,2.875
Matchstick Men,2003,3.2857142857142856
Mater and the Ghostlight,2006,2.5
Material Girls,2006,1.8333333333333333
Matilda,1996,3.1875
Matinee,1993,3.75
"Matrix Reloaded, The",2003,2.75
"Matrix Revolutions, The",2003,2.75
"Matrix, The",1999,2.75
Matti: Hell Is for Heroes (Matti),2006,2.5
Maverick,1994,2.75
Max,2002,3.0
Max Keeble's Big Move,2001,2.75
Max Payne,2008,2.7
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",2006,3.6666666666666665
Maximum Risk,1996,2.0
May,2002,2.6
Maya Lin: A Strong Clear Vision,1994,4.0
"Maybe, Maybe Not (Bewegte Mann, Der)",1994,2.5
Maze,2000,4.0
"Maze Runner, The",2014,3.1875
"McFarland, USA",2015,4.5
McHale's Navy,1997,2.7142857142857144
Me Myself I,2000,3.357142857142857
Me Without You,2001,3.75
Me and Earl and the Dying Girl,2015,3.3
Me and Morrison (Minä ja Morrison),2001,2.25
Me and Orson Welles,2008,3.0
Me and You and Everyone We Know,2005,3.357142857142857
Me and you (io e te),2012,3.5
"Me, Myself & Irene",2000,2.75
Mean Creek,2004,3.0
Mean Girls,2004,2.75
Mean Machine,2001,4.0
Meatballs 4,1992,3.0
"Mechanic, The",2011,3.6666666666666665
"Medallion, The",2003,2.625
Medicine Man,1992,2.7142857142857144
Mediterraneo,1991,3.6666666666666665
Meek's Cutoff,2010,2.5
Meet Dave,2008,3.3333333333333335
Meet Joe Black,1998,2.75
Meet Monica Velour,2010,2.5
Meet Wally Sparks,1997,2.0
Meet the Applegates,1991,3.5
Meet the Deedles,1998,1.0
Meet the Fockers,2004,2.75
Meet the Parents,2000,2.75
Meet the Robinsons,2007,3.1666666666666665
Meet the Spartans,2008,1.5
Mega Shark vs. Giant Octopus,2009,0.5
Megamind,2010,2.888888888888889
Megiddo: The Omega Code 2,2001,0.5
Melancholia,2011,3.0
Melinda and Melinda,2004,3.1666666666666665
Melvin Goes to Dinner,2003,3.75
Memento,2000,2.888888888888889
Memento Mori (Yeogo goedam II),1999,3.5
Memoirs of a Geisha,2005,3.125
Memoirs of an Invisible Man,1992,2.875
Memories of Murder (Salinui chueok),2003,4.0
Memphis Belle,1990,4.0
Men Don't Leave,1990,4.5
"Men Who Stare at Goats, The",2009,3.5
Men at Work,1990,2.9
Men in Black (a.k.a. MIB),1997,2.75
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),2002,2.75
Men in Black III (M.III.B.) (M.I.B.³),2012,3.25
Men of Honor,2000,2.6875
Men with Brooms,2002,1.0
Men with Guns,1997,3.0
Menace II Society,1993,3.0
Merantau,2009,2.5
"Merchant of Venice, The",2004,4.0
Merchants of Doubt,2014,5.0
Mercury Rising,1998,3.5
Mercy,2000,3.25
Mercy (2014) ,2014,3.0
"Mermaid, The (Rusalka)",2007,3.5
Mermaids,1990,2.8333333333333335
"Merry War, A",1997,4.0
Mesrine: Killer Instinct (L'instinct de mort),2008,2.625
Message in a Bottle,1999,2.6666666666666665
Message to Love: The Isle of Wight Festival,1996,4.0
"Messenger, The",2009,4.0
"Messenger: The Story of Joan of Arc, The",1999,3.1875
"Messengers, The",2007,3.0
Metal: A Headbanger's Journey,2005,4.0
Metalhead (Málmhaus),2013,3.0
Metallica: Some Kind of Monster,2004,2.75
"Method, The (Método, El)",2005,4.25
Metro,1997,3.375
Metroland,1997,3.5
Metropia,2009,2.5
Metropolis,2001,3.75
Metropolitan,1990,3.25
"Mexican, The",2001,2.888888888888889
Miami Blues,1990,2.75
Miami Rhapsody,1995,3.25
Miami Vice,2006,2.75
Michael,1996,2.75
Michael Clayton,2007,3.25
Michael Collins,1996,3.6
Michael Jackson's This Is It,2009,2.3333333333333335
Mickey Blue Eyes,1999,2.6875
Micmacs (Micmacs à tire-larigot),2009,3.8333333333333335
Microcosmos (Microcosmos: Le peuple de l'herbe),1996,3.5833333333333335
Mid-August Lunch (Pranzo di ferragosto),2008,3.5
Middle Men,2009,3.0
"Midnight Clear, A",1992,3.75
"Midnight Meat Train, The",2008,2.0
Midnight in Paris,2011,2.9444444444444446
Midnight in the Garden of Good and Evil,1997,3.1875
Mifune's Last Song (Mifunes sidste sang),1999,2.6666666666666665
Mighty Aphrodite,1995,3.0
"Mighty Ducks, The",1992,2.75
"Mighty Heart, A",2007,3.0
Mighty Joe Young,1998,2.5
Mighty Morphin Power Rangers: The Movie,1995,2.5555555555555554
"Mighty Wind, A",2003,3.25
"Mighty, The",1998,2.8333333333333335
Mike Bassett: England Manager,2001,3.0
Mikra Anglia,2013,5.0
Mildred Pierce,2011,4.0
Milk,2008,3.2142857142857144
Milk Money,1994,3.0
Millennium Actress (Sennen joyû),2001,3.75
Miller's Crossing,1990,3.5
Million Dollar Baby,2004,3.0
"Million Dollar Hotel, The",2001,3.75
Millions,2004,3.357142857142857
Mimic,1997,3.0
Mind Game,2004,4.5
Mindhunters,2004,3.75
Mindwalk,1990,2.5
Minority Report,2002,2.75
"Minus Man, The",1999,2.75
Miracle,2004,3.5833333333333335
Miracle at St. Anna,2008,3.0
Miracle in Cell No. 7,2013,3.5
Miracle on 34th Street,1994,2.75
"Mirror Has Two Faces, The",1996,3.5
Mirror Mirror,2012,2.5
MirrorMask,2005,3.75
Mirrors,2008,3.1666666666666665
Misery,1990,2.888888888888889
"Misfortunates, The (De helaasheid der dingen)",2009,4.0
Miss Bala,2011,3.5
Miss Congeniality,2000,2.75
Miss Congeniality 2: Armed and Fabulous,2005,2.857142857142857
Miss Granny,2014,2.0
Miss March,2009,2.0
Miss Pettigrew Lives for a Day,2008,2.9
Miss Potter,2006,3.5
Miss Representation,2011,4.5
Miss Violence,2013,4.0
"Missing, The",2003,3.25
Mission to Mars,2000,2.888888888888889
"Mission, The (Cheung fo)",1999,3.5
Mission: Impossible,1996,3.0
Mission: Impossible - Ghost Protocol,2011,2.75
Mission: Impossible II,2000,2.75
Mission: Impossible III,2006,2.75
Mississippi Masala,1991,4.0
"Mist, The",2007,2.9444444444444446
Mistaken for Strangers,2013,3.5
Mistress,1992,2.0
Mistress America,2015,4.0
"Misérables, Les",1998,3.2857142857142856
"Misérables, Les",2012,2.9444444444444446
"Misérables, Les",1995,3.3
Mitt,2014,3.5
Mixed Nuts,1994,2.1
Mo' Better Blues,1990,3.375
Mo' Money,1992,2.1666666666666665
Mobsters,1991,3.0
"Mod Squad, The",1999,2.5
Modigliani,2004,0.5
Modulations,1998,4.0
Mohabbatein,2000,3.25
Molière,2007,4.0
Moll Flanders,1996,3.0
Mom and Dad Save the World,1992,3.0
"Moment to Remember, A (Nae meorisokui jiwoogae)",2004,4.0
Mommy,2014,3.7
Mona Lisa Smile,2003,3.3333333333333335
Monday Night Mayhem,2002,0.5
"Mondays in the Sun (Lunes al sol, Los)",2002,3.5
Money Talks,1997,3.6
Money Train,1995,3.0
Money for Nothing,1993,1.5
Moneyball,2011,3.0625
Mongol,2007,3.625
Monkeybone,2001,1.6
Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran),2003,4.0
Monsieur Lazhar,2011,4.5
Monsoon Wedding,2001,3.2857142857142856
Monster,2003,3.25
Monster House,2006,3.5
Monster in a Box,1992,4.25
Monster's Ball,2001,2.7777777777777777
"Monster, The (Mostro, Il)",1994,3.0
Monster-in-Law,2005,2.75
Monsters,2010,3.8333333333333335
Monsters University,2013,3.125
Monsters vs Aliens: Mutant Pumpkins from Outer Space,2009,3.0
Monsters vs. Aliens,2009,3.0
